subject_id,T001s: Country,T001s: County,T001s: State/Province,T002t: Scientific Name,T003t: Location,T006t: Collected By,T008s: Month,T009s: Day,T010s: Year,T012t: Other Notes,T013s: Sex,T016t: Latitude,T017t: Longitude,T018t: Elevation,T020t: DNA Voucher Number,subject_associatedCollectors,subject_associatedTaxa,subject_basisOfRecord,subject_catalogNumber,subject_class,subject_collectionCode,subject_coordinateUncertaintyInMeters,subject_country,subject_county,subject_cultivationStatus,subject_dataGeneralizations,subject_dateIdentified,subject_day,subject_decimalLatitude,subject_decimalLongitude,subject_disposition,subject_dynamicProperties,subject_endDayOfYear,subject_establishmentMeans,subject_eventDate,subject_family,subject_fieldNumber,subject_file1,subject_file2,subject_genus,subject_geodeticDatum,subject_georeferenceProtocol,subject_georeferenceRemarks,subject_georeferenceSources,subject_georeferenceVerificationStatus,subject_georeferencedBy,subject_habitat,subject_identificationQualifier,subject_identificationReferences,subject_identificationRemarks,subject_identifiedBy,subject_individualCount,subject_informationWithheld,subject_infraspecificEpithet,subject_institutionCode,subject_kingdom,subject_lifeStage,subject_locality,subject_localitySecurity,subject_localitySecurityReason,subject_locationRemarks,subject_maximumDepthInMeters,subject_maximumElevationInMeters,subject_minimumDepthInMeters,subject_minimumElevationInMeters,subject_month,subject_municipality,subject_occurrenceID,subject_occurrenceRemarks,subject_order,subject_otherCatalogNumbers,subject_phylum,subject_preparations,subject_recordNumber,subject_recordedBy,subject_recordedByID,subject_reproductiveCondition,subject_retired,subject_samplingEffort,subject_samplingProtocol,subject_scientificName,subject_scientificNameAuthorship,subject_sex,subject_specificEpithet,subject_startDayOfYear,subject_stateProvince,subject_substrate,subject_taxonRank,subject_taxonRemarks,subject_typeStatus,subject_verbatimAttributes,subject_verbatimCoordinates,subject_verbatimDepth,subject_verbatimElevation,subject_verbatimEventDate,subject_year
2193299,Brazil,,,"Priamides hectorides (Esper)
cont. next .drawer",Santa Catarina Sao Bento do Sul,D. W. Jenkins,3 - March - III,10,1984,,Not shown,,,,,,,PreservedSpecimen,HLOPP347,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP347Dorsal.JPG,HLOPP347Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T07:48:13.936Z', 'workflow_id': 2054, 'id': 1983867, 'subject_id': 2193299, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-17T18:44:49.878Z', 'retired_at': '2016-06-17T18:44:49.508Z'}",,,,,,,,,,,,,,,,,,
2193300,Brazil,,,Priamides hectorides,"Santa Catarina
Sao Bento do Sul.",D. W. Jenkins,3 - March - III,10,1984,<NO MATCHES>,Not shown,,,,,,,PreservedSpecimen,HLOPP348,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP348Dorsal.JPG,HLOPP348Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-18T01:41:45.594Z', 'workflow_id': 2054, 'id': 1986022, 'subject_id': 2193300, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-21T17:44:05.315Z', 'retired_at': '2016-06-21T17:44:05.147Z'}",,,,,,,,,,,,,,,,,,
2193301,Brazil,,,Priamides hectorides (Esper),"Santa Catarina, Sao Bento do Sul.",D. W. Jenkins,3 - March - III,10,1984,"D. & J. Jenkins colln.
Allyn Museum
Acc. 1994-3",Not shown,,,,,,,PreservedSpecimen,HLOPP349,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP349Dorsal.JPG,HLOPP349Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T22:12:17.538Z', 'workflow_id': 2054, 'id': 1981804, 'subject_id': 2193301, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-17T20:04:43.814Z', 'retired_at': '2016-06-17T20:04:43.667Z'}",,,,,,,,,,,,,,,,,,
2193302,Brazil,,,P garamas,"Rondonia 67 km S Ariquemes linea C-10, 5km S Cacaulandia",O. Gomes,7 - July - VII,22,1993,DNA sample ID: NVG-15024A02 c/o Nick V. Grishin. O T Anatija cedia MOCL Act 20045,Not shown,,,,LEP-33618,,,PreservedSpecimen,HLOPP34,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP34Dorsal.JPG,HLOPP34Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T18:57:32.575Z', 'workflow_id': 2054, 'id': 1980310, 'subject_id': 2193302, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-19T15:30:54.147Z', 'retired_at': '2016-06-19T15:30:54.063Z'}",,,,,,,,,,,,,,,,,,
2193303,Brazil,,,Priamides hectorides (Esper),"Santa Catarina, Sao Bento do Sul",D. & J. Jenkins,11 - November - XI,Not Shown,1984,,Not shown,,,,,,,PreservedSpecimen,HLOPP350,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP350Dorsal.JPG,HLOPP350Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T12:41:35.671Z', 'workflow_id': 2054, 'id': 1984465, 'subject_id': 2193303, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-17T23:14:30.576Z', 'retired_at': '2016-06-17T23:14:30.557Z'}",,,,,,,,,,,,,,,,,,
2193304,Brazil,,,Priamides hectorides,Santa Catarina. Sao Bento do Sul.,D. W. Jenkins,2 - February - II,10,Not Shown,,Not shown,,,,,,,PreservedSpecimen,HLOPP351,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP351Dorsal.JPG,HLOPP351Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T19:20:43.628Z', 'workflow_id': 2054, 'id': 1980498, 'subject_id': 2193304, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-19T19:05:41.660Z', 'retired_at': '2016-06-19T19:05:41.546Z'}",,,,,,,,,,,,,,,,,,
2193306,Brazil,,,Priamides hectorides,Santa Catarina Sao Bento do Sul.,D. W. Jenkins,3 - March - III,10,1984,"D & J Jenkins collec., Ailye M(illegible) A(illegible) 19(illegible). Priamides hectorides (Esper) cont. next .drawer",Not shown,,,,,,,PreservedSpecimen,HLOPP352,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP352Dorsal.JPG,HLOPP352Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T17:09:34.338Z', 'workflow_id': 2054, 'id': 1985014, 'subject_id': 2193306, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-22T23:24:19.816Z', 'retired_at': '2016-06-22T23:24:19.707Z'}",,,,,,,,,,,,,,,,,,
2193308,Brazil,,,Priamides hectorides,Santa Catarina. Sao Bento do Sul.,D. W. Jenkins,3 - March - III,10,1984,,Not shown,,,,,,,PreservedSpecimen,HLOPP353,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP353Dorsal.JPG,HLOPP353Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-24T05:22:45.082Z', 'workflow_id': 2054, 'id': 2001527, 'subject_id': 2193308, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-27T20:21:57.433Z', 'retired_at': '2016-06-27T20:21:57.296Z'}",,,,,,,,,,,,,,,,,,
2193309,Brazil,,,Priamides hectorides,Sao Paulo Campinas,D. W. Jenkins,3 - March - III,19,1984,,Not shown,,,,,,,PreservedSpecimen,HLOPP354,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP354Dorsal.JPG,HLOPP354Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-22T19:27:28.837Z', 'workflow_id': 2054, 'id': 1997478, 'subject_id': 2193309, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-25T00:17:37.296Z', 'retired_at': '2016-06-25T00:17:37.230Z'}",,,,,,,,,,,,,,,,,,
2193310,Brazil,,,Priamides hectorides (Esper),Santa Catarina Sao Bento do Sul.,D. W. Jenkins,3 - March - III,10,1984,"Photographed for Lewis Dissertation. D & J Jenkins collec., Allyn Mun(illegible) Acc. 1994-3",Not shown,,,,,,,PreservedSpecimen,HLOPP355,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP355Dorsal.JPG,HLOPP355Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T22:27:31.663Z', 'workflow_id': 2054, 'id': 1981859, 'subject_id': 2193310, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-17T17:43:45.523Z', 'retired_at': '2016-06-17T17:43:45.446Z'}",,,,,,,,,,,,,,,,,,
2193312,Brazil,,,Priamides hectorides,"Sao Bento do Sul, Santa Catarina",D. W. Jenkins,3 - March - III,10,1984,,Not shown,,,,,,,PreservedSpecimen,HLOPP356,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP356Dorsal.JPG,HLOPP356Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-19T16:45:34.055Z', 'workflow_id': 2054, 'id': 1988612, 'subject_id': 2193312, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-21T04:07:37.055Z', 'retired_at': '2016-06-21T04:07:37.048Z'}",,,,,,,,,,,,,,,,,,
2193313,Brazil,,,Priamides hectorides,Santa Catarina Sao Bento do Sul.,D. W. Jenkins,3 - March - III,10,1984,,Not shown,,,,,,,PreservedSpecimen,HLOPP357,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP357Dorsal.JPG,HLOPP357Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-18T19:06:43.463Z', 'workflow_id': 2054, 'id': 1987248, 'subject_id': 2193313, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-22T20:26:32.501Z', 'retired_at': '2016-06-22T20:26:32.267Z'}",,,,,,,,,,,,,,,,,,
2193315,Unknown Country,,,Priamides hectorides,Rio,,Not Shown,Not Shown,Not Shown,(Esper) cont. next drawer,Not shown,,,,,,,PreservedSpecimen,HLOPP358,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP358Dorsal.JPG,HLOPP358Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T19:24:29.914Z', 'workflow_id': 2054, 'id': 1980547, 'subject_id': 2193315, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-21T09:22:20.770Z', 'retired_at': '2016-06-21T09:22:20.584Z'}",,,,,,,,,,,,,,,,,,
2193316,Brazil,,,Priamides hectorides (Esper),"Ponta Grossa
Parana",,9 - September - IX,21,1949,"Allyn Museum
Acc. 1967-1",Not shown,,,,,,,PreservedSpecimen,HLOPP359,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP359Dorsal.JPG,HLOPP359Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T06:28:27.583Z', 'workflow_id': 2054, 'id': 1983684, 'subject_id': 2193316, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-21T20:14:53.952Z', 'retired_at': '2016-06-21T20:14:53.932Z'}",,,,,,,,,,,,,,,,,,
2193318,Brazil,,,P garaimas,"Rondonia
62 km S Ariqu..rnes off B-65, vicinity Fazenda Rancho Grande",G.T. Austin,11 - November - XI,7,1989,,Not shown,,,180 m,LEP-33620,,,PreservedSpecimen,HLOPP35,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP35Dorsal.JPG,HLOPP35Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T14:58:28.518Z', 'workflow_id': 2054, 'id': 1984756, 'subject_id': 2193318, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-19T19:53:25.810Z', 'retired_at': '2016-06-19T19:53:25.711Z'}",,,,,,,,,,,,,,,,,,
2193320,Brazil,,,Priamides hectorides (Esper),Nova Lima M. G.,C. Callaghan,10 - October - X,Not Shown,1959,A. C. Allyn acc. 1971-16,Not shown,,,,,,,PreservedSpecimen,HLOPP360,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP360Dorsal.JPG,HLOPP360Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-25T03:52:37.076Z', 'workflow_id': 2054, 'id': 2003199, 'subject_id': 2193320, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-27T20:16:24.252Z', 'retired_at': '2016-06-27T20:16:24.213Z'}",,,,,,,,,,,,,,,,,,
2193321,Brazil,,,Priamides Hectorides,Conceição dos Ouros Minas Gerais - Rio Sapucai,,11 - November - XI,10,1968,,Not shown,,,,<NO MATCHES>,,,PreservedSpecimen,HLOPP361,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP361Dorsal.JPG,HLOPP361Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T23:55:51.103Z', 'workflow_id': 2054, 'id': 1982261, 'subject_id': 2193321, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-18T14:09:12.988Z', 'retired_at': '2016-06-18T14:09:12.951Z'}",,,,,,,,,,,,,,,,,,
2193322,Unknown Country,,,Priamides hectorides,,<NO MATCHES>,9 - September - IX,7,1938,,Not shown,,,,,,,PreservedSpecimen,HLOPP362,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP362Dorsal.JPG,HLOPP362Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T19:29:41.490Z', 'workflow_id': 2054, 'id': 1980627, 'subject_id': 2193322, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-20T05:29:34.961Z', 'retired_at': '2016-06-20T05:29:34.909Z'}",,,,,,,,,,,,,,,,,,
2193324,Paraguay,,,Priamides hectorides,Villarrica,Carl Pfannl (?),3 - March - III,Not Shown,1951,A. C. Allyn Acc. 1969-20. 3-1951 leg. F.H.S.,Not shown,,,,,,,PreservedSpecimen,HLOPP363,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP363Dorsal.JPG,HLOPP363Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T11:04:44.811Z', 'workflow_id': 2054, 'id': 1984198, 'subject_id': 2193324, 'classifications_count': 4, 'retirement_reason': None, 'updated_at': '2016-06-19T16:54:14.786Z', 'retired_at': '2016-06-19T16:54:14.635Z'}",,,,,,,,,,,,,,,,,,
2193326,Brazil,,,Priamides hectorides,Sta. Catarina Brusque,V. Becker,1 - January - I,10,1968,Allyn Museum; Acc. 1977-4; HLOPP364; (Esper),Not shown,,,,,,,PreservedSpecimen,HLOPP364,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP364Dorsal.JPG,HLOPP364Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T22:54:52.560Z', 'workflow_id': 2054, 'id': 1985869, 'subject_id': 2193326, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-23T01:30:01.718Z', 'retired_at': '2016-06-23T01:30:01.683Z'}",,,,,,,,,,,,,,,,,,
2193327,Brazil,,,Priamides [sic] hectorides,Caviuna Purana,,11 - November - XI,Not Shown,1943,,Not shown,,,,,,,PreservedSpecimen,HLOPP365,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP365Dorsal.JPG,HLOPP365Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T21:41:20.223Z', 'workflow_id': 2054, 'id': 1981640, 'subject_id': 2193327, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-20T20:16:15.465Z', 'retired_at': '2016-06-20T20:16:15.346Z'}",,,,,,,,,,,,,,,,,,
2193328,Brazil,,,Priamides hectorides,"Curitiba, Paraná",,9 - September - IX,9,1938,"Allyn Museum Acc. 1967-1
cont. next drawer",Not shown,,,,,,,PreservedSpecimen,HLOPP366,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP366Dorsal.JPG,HLOPP366Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-21T23:08:01.330Z', 'workflow_id': 2054, 'id': 1994976, 'subject_id': 2193328, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-27T17:58:34.574Z', 'retired_at': '2016-06-27T17:58:34.347Z'}",,,,,,,,,,,,,,,,,,
2193329,Unknown Country,,,Priamides hectorides,,,Not Shown,Not Shown,Not Shown,,Not shown,,,,,,,PreservedSpecimen,HLOPP367,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP367Dorsal.JPG,HLOPP367Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-18T23:19:35.772Z', 'workflow_id': 2054, 'id': 1987643, 'subject_id': 2193329, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-20T20:04:45.692Z', 'retired_at': '2016-06-20T20:04:45.614Z'}",,,,,,,,,,,,,,,,,,
2193330,<NO MATCHES>,,,Priamides hectorides,"Rio Verde Province, Pichincha",,10 - October - X,Not Shown,1991,<NO MATCHES>,Not shown,,,,,,,PreservedSpecimen,HLOPP368,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP368Dorsal.JPG,HLOPP368Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-20T21:23:41.851Z', 'workflow_id': 2054, 'id': 1990343, 'subject_id': 2193330, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-28T15:43:44.401Z', 'retired_at': '2016-06-28T15:43:44.267Z'}",,,,,,,,,,,,,,,,,,
2193333,Brazil,,,Priamides hectorides,Santa Catarina. Nova Teutonia,R Warren. Allyn Museum,1 - January - I,15,1960,,Male,,,,,,,PreservedSpecimen,HLOPP369,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP369Dorsal.JPG,HLOPP369Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T19:12:17.055Z', 'workflow_id': 2054, 'id': 1980422, 'subject_id': 2193333, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-18T19:32:00.526Z', 'retired_at': '2016-06-18T19:32:00.456Z'}",,,,,,,,,,,,,,,,,,
2193334,United States of America,Collier,Florida,Papilio crespontes,Everglades City,Jeff Slotten ?,9 - September - IX,3,1990,,Not shown,,,,LEP-33621,,,PreservedSpecimen,HLOPP36,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP36Dorsal.JPG,HLOPP36Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T20:55:33.285Z', 'workflow_id': 2054, 'id': 1981340, 'subject_id': 2193334, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-19T19:15:02.379Z', 'retired_at': '2016-06-19T19:15:02.262Z'}",,,,,,,,,,,,,,,,,,
2193335,Unknown Country,,,Priamides hectorides,,,Not Shown,Not Shown,Not Shown,,Not shown,,,,,,,PreservedSpecimen,HLOPP370,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP370Dorsal.JPG,HLOPP370Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T00:22:41.925Z', 'workflow_id': 2054, 'id': 1982386, 'subject_id': 2193335, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-17T23:25:38.279Z', 'retired_at': '2016-06-17T23:25:38.083Z'}",,,,,,,,,,,,,,,,,,
2193336,Unknown Country,,,Priamides Hectorides,,,Not Shown,Not Shown,Not Shown,<NO MATCHES>,Not shown,,,,,,,PreservedSpecimen,HLOPP371,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP371Dorsal.JPG,HLOPP371Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-24T13:59:59.548Z', 'workflow_id': 2054, 'id': 2002177, 'subject_id': 2193336, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-28T02:51:03.559Z', 'retired_at': '2016-06-28T02:51:03.483Z'}",,,,,,,,,,,,,,,,,,
2193338,Peru,,,Priamides hectorides,,,Not Shown,Not Shown,Not Shown,,Not shown,,,,,,,PreservedSpecimen,HLOPP372,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP372Dorsal.JPG,HLOPP372Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T19:28:51.733Z', 'workflow_id': 2054, 'id': 1980616, 'subject_id': 2193338, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-26T18:04:14.355Z', 'retired_at': '2016-06-26T18:04:14.296Z'}",,,,,,,,,,,,,,,,,,
2193339,Unknown Country,,,Priamides hectorides (Esper),Allyn Museum Acc. 3766-1,,Not Shown,Not Shown,Not Shown,<NO MATCHES>,Not shown,,,,,,,PreservedSpecimen,HLOPP373,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP373Dorsal.JPG,HLOPP373Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T13:41:49.159Z', 'workflow_id': 2054, 'id': 1984560, 'subject_id': 2193339, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-21T08:15:02.976Z', 'retired_at': '2016-06-21T08:15:02.790Z'}",,,,,,,,,,,,,,,,,,
2193340,Brazil,,,Priamides hectorides (Esper),"Sao Paulo
Serra Centarura",Det: Keith Brown Oct 91,10 - October - X,19,1980,,Male,,,,,,,PreservedSpecimen,HLOPP374,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP374Dorsal.JPG,HLOPP374Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-21T08:41:49.499Z', 'workflow_id': 2054, 'id': 1990890, 'subject_id': 2193340, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-25T14:07:30.730Z', 'retired_at': '2016-06-25T14:07:30.682Z'}",,,,,,,,,,,,,,,,,,
2193342,Brazil,,,Papilionidae papilio hectorides (Esper),Santa Catarina. Nova Teutonja,,1 - January - I,15,1963,,Male,,,,,,,PreservedSpecimen,HLOPP375,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP375Dorsal.JPG,HLOPP375Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-19T21:38:57.339Z', 'workflow_id': 2054, 'id': 1989257, 'subject_id': 2193342, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-22T11:12:09.582Z', 'retired_at': '2016-06-22T11:12:09.485Z'}",,,,,,,,,,,,,,,,,,
2193343,Brazil,,,Priamides Hectorides (Esper),Santa Catarina Nova Teutonia,<NO MATCHES>,1 - January - I,3,1958,<NO MATCHES>,Male,,,,,,,PreservedSpecimen,HLOPP376,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP376Dorsal.JPG,HLOPP376Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T18:44:19.773Z', 'workflow_id': 2054, 'id': 1980173, 'subject_id': 2193343, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-17T22:26:48.364Z', 'retired_at': '2016-06-17T22:26:48.284Z'}",,,,,,,,,,,,,,,,,,
2193345,Unknown Country,,,priamides hectorides (Esper),,a c allyn,Not Shown,Not Shown,Not Shown,,Not shown,,,,,,,PreservedSpecimen,HLOPP377,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP377Dorsal.JPG,HLOPP377Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T15:35:17.664Z', 'workflow_id': 2054, 'id': 1984813, 'subject_id': 2193345, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-17T22:52:28.010Z', 'retired_at': '2016-06-17T22:52:27.852Z'}",,,,,,,,,,,,,,,,,,
2193346,Unknown Country,,,Priamides hectorides,<NO MATCHES>,,Not Shown,Not Shown,Not Shown,<NO MATCHES>,Not shown,,,,,,,PreservedSpecimen,HLOPP378,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP378Dorsal.JPG,HLOPP378Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T14:12:01.781Z', 'workflow_id': 2054, 'id': 1984631, 'subject_id': 2193346, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-17T17:32:12.573Z', 'retired_at': '2016-06-17T17:32:12.540Z'}",,,,,,,,,,,,,,,,,,
